Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-01 00:00:00-04:00,76.66724755055928,77.71638420442866,74.97862732551359,76.17764282226562,16702100,0.0,0.0
2025-07-02 00:00:00-04:00,76.12768570928262,79.02530766539401,73.71965321855815,74.18927001953125,39388500,0.0,0.0
2025-07-03 00:00:00-04:00,74.76879518977147,75.27837255040839,74.06936317565248,75.1185073852539,10218000,0.0,0.0
2025-07-07 00:00:00-04:00,74.36912743185309,74.74881390299811,71.39156128257909,71.49148559570312,22050900,0.0,0.0
2025-07-08 00:00:00-04:00,72.27084551762462,73.43988678380977,71.74128020677945,71.89115142822266,16356800,0.0,0.0
2025-07-09 00:00:00-04:00,72.45070038560362,73.42989463113278,71.24169088962707,72.2009048461914,18453500,0.0,0.0
2025-07-10 00:00:00-04:00,72.34078910361069,73.49983643227208,71.33161299875759,73.30000305175781,11542400,0.0,0.0
2025-07-11 00:00:00-04:00,72.56999969482422,73.18000030517578,72.12000274658203,72.70999908447266,10136000,0.06,0.0
2025-07-14 00:00:00-04:00,72.11000061035156,72.94999694824219,70.4800033569336,72.51000213623047,12029400,0.0,0.0
2025-07-15 00:00:00-04:00,73.75,74.01000213623047,72.12000274658203,72.41000366210938,15683100,0.0,0.0
2025-07-16 00:00:00-04:00,70.12999725341797,71.0199966430664,68.0,70.8499984741211,26477200,0.0,0.0
2025-07-17 00:00:00-04:00,71.0999984741211,73.12999725341797,70.12000274658203,72.01000213623047,15030000,0.0,0.0
2025-07-18 00:00:00-04:00,72.3499984741211,75.26000213623047,71.1500015258789,74.6500015258789,16914800,0.0,0.0
2025-07-21 00:00:00-04:00,73.48999786376953,73.55000305175781,72.19999694824219,73.05999755859375,15595300,0.0,0.0
2025-07-22 00:00:00-04:00,72.97000122070312,73.1500015258789,70.30000305175781,71.98999786376953,12192300,0.0,0.0
2025-07-23 00:00:00-04:00,72.56999969482422,73.70999908447266,72.23999786376953,73.2699966430664,11239000,0.0,0.0
2025-07-24 00:00:00-04:00,73.66999816894531,74.12000274658203,72.38999938964844,74.04000091552734,10641400,0.0,0.0
2025-07-25 00:00:00-04:00,74.0,74.55000305175781,73.0999984741211,74.20999908447266,9830300,0.0,0.0
2025-07-28 00:00:00-04:00,75.1500015258789,76.58000183105469,74.66000366210938,75.91000366210938,13267400,0.0,0.0
2025-07-29 00:00:00-04:00,76.4000015258789,78.76000213623047,75.97000122070312,76.33999633789062,14704200,0.0,0.0
2025-07-30 00:00:00-04:00,83.11000061035156,85.2699966430664,80.56999969482422,81.73999786376953,45424700,0.0,0.0
2025-07-31 00:00:00-04:00,82.75,83.25,81.19999694824219,81.5199966430664,8155461,0.0,0.0
