Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-31 09:30:00-04:00,241.5399932861328,244.98989868164065,241.5399932861328,244.98989868164065,11536,0.0,0.0
2025-07-31 09:32:00-04:00,238.125,238.125,238.125,238.125,4681,0.0,0.0
2025-07-31 09:33:00-04:00,238.02999877929688,239.8699951171875,238.02999877929688,239.8699951171875,2442,0.0,0.0
2025-07-31 09:36:00-04:00,238.64959716796875,238.64959716796875,238.64959716796875,238.64959716796875,482,0.0,0.0
2025-07-31 09:37:00-04:00,238.35499572753903,238.35499572753903,235.2841033935547,235.2841033935547,2621,0.0,0.0
2025-07-31 09:38:00-04:00,236.0350952148437,236.0350952148437,235.5,235.9936065673828,1278,0.0,0.0
2025-07-31 09:39:00-04:00,235.6999969482422,237.5,235.6999969482422,237.5,2074,0.0,0.0
2025-07-31 09:40:00-04:00,237.3999938964844,237.8600006103516,237.3999938964844,237.8600006103516,869,0.0,0.0
2025-07-31 09:42:00-04:00,235.5,235.5,235.5,235.5,329,0.0,0.0
2025-07-31 09:43:00-04:00,237.509994506836,237.509994506836,237.509994506836,237.509994506836,445,0.0,0.0
2025-07-31 09:44:00-04:00,238.19500732421875,238.19500732421875,238.19500732421875,238.19500732421875,627,0.0,0.0
2025-07-31 09:45:00-04:00,238.19500732421875,238.19500732421875,238.19500732421875,238.19500732421875,4825,0.0,0.0
2025-07-31 09:46:00-04:00,236.8000030517578,236.8000030517578,236.8000030517578,236.8000030517578,190,0.0,0.0
2025-07-31 09:47:00-04:00,238.0,238.0,238.0,238.0,4304,0.0,0.0
2025-07-31 09:48:00-04:00,238.44500732421875,238.44500732421875,238.3300018310547,238.3300018310547,1678,0.0,0.0
2025-07-31 09:51:00-04:00,239.9640045166016,239.9640045166016,239.9640045166016,239.9640045166016,2504,0.0,0.0
2025-07-31 09:54:00-04:00,241.65499877929688,241.65499877929688,241.3056030273437,241.3056030273437,654,0.0,0.0
2025-07-31 09:55:00-04:00,243.75,243.75,240.8000030517578,240.8000030517578,1732,0.0,0.0
2025-07-31 09:57:00-04:00,241.5,241.5,241.5,241.5,566,0.0,0.0
2025-07-31 09:58:00-04:00,242.3800048828125,242.3800048828125,242.3800048828125,242.3800048828125,621,0.0,0.0
2025-07-31 09:59:00-04:00,242.6499938964844,242.6499938964844,242.6499938964844,242.6499938964844,362,0.0,0.0
2025-07-31 10:00:00-04:00,242.72000122070312,242.72000122070312,242.6300048828125,242.6300048828125,860,0.0,0.0
2025-07-31 10:01:00-04:00,244.7100067138672,244.7100067138672,244.7100067138672,244.7100067138672,2765,0.0,0.0
2025-07-31 10:02:00-04:00,245.78500366210932,246.16000366210932,245.78500366210932,245.78500366210932,2903,0.0,0.0
2025-07-31 10:03:00-04:00,245.4199981689453,245.4199981689453,244.98260498046875,244.9850006103516,1778,0.0,0.0
2025-07-31 10:04:00-04:00,244.9850006103516,244.9850006103516,244.9850006103516,244.9850006103516,1443,0.0,0.0
2025-07-31 10:06:00-04:00,243.88999938964844,243.8999938964844,243.88999938964844,243.8999938964844,1014,0.0,0.0
2025-07-31 10:07:00-04:00,243.5449981689453,243.5449981689453,243.5449981689453,243.5449981689453,429,0.0,0.0
2025-07-31 10:08:00-04:00,244.26499938964844,244.8999938964844,244.26499938964844,244.8999938964844,1659,0.0,0.0
2025-07-31 10:09:00-04:00,244.8099975585937,244.8099975585937,244.8099975585937,244.8099975585937,671,0.0,0.0
2025-07-31 10:10:00-04:00,244.2700958251953,244.82000732421875,244.2700958251953,244.7949981689453,1020,0.0,0.0
2025-07-31 10:11:00-04:00,244.1199951171875,244.1199951171875,243.9199981689453,243.97999572753903,2085,0.0,0.0
2025-07-31 10:12:00-04:00,242.97000122070312,242.97000122070312,242.97000122070312,242.97000122070312,677,0.0,0.0
2025-07-31 10:13:00-04:00,243.0756072998047,243.0756072998047,243.0756072998047,243.0756072998047,804,0.0,0.0
2025-07-31 10:14:00-04:00,241.0,241.7100067138672,240.77999877929688,241.7100067138672,1438,0.0,0.0
2025-07-31 10:16:00-04:00,243.07989501953125,243.07989501953125,243.07989501953125,243.07989501953125,373,0.0,0.0
2025-07-31 10:17:00-04:00,242.5800018310547,242.5800018310547,241.69500732421875,241.69500732421875,1563,0.0,0.0
2025-07-31 10:20:00-04:00,243.0800018310547,243.0800018310547,243.0800018310547,243.0800018310547,1174,0.0,0.0
2025-07-31 10:21:00-04:00,241.52999877929688,241.52999877929688,241.52999877929688,241.52999877929688,106,0.0,0.0
2025-07-31 10:22:00-04:00,241.88999938964844,241.88999938964844,241.88999938964844,241.88999938964844,1662,0.0,0.0
2025-07-31 10:26:00-04:00,241.16000366210932,241.16000366210932,240.47999572753903,240.5200042724609,2444,0.0,0.0
2025-07-31 10:28:00-04:00,241.0,241.0,241.0,241.0,240,0.0,0.0
2025-07-31 10:30:00-04:00,242.6699981689453,242.6699981689453,241.72999572753903,241.72999572753903,777,0.0,0.0
2025-07-31 10:31:00-04:00,240.7899932861328,240.7899932861328,240.7899932861328,240.7899932861328,1407,0.0,0.0
2025-07-31 10:34:00-04:00,240.3300018310547,240.3300018310547,240.3300018310547,240.3300018310547,343,0.0,0.0
2025-07-31 10:36:00-04:00,241.384994506836,241.384994506836,241.384994506836,241.384994506836,1015,0.0,0.0
2025-07-31 10:38:00-04:00,240.1999969482422,240.1999969482422,240.1999969482422,240.1999969482422,476,0.0,0.0
2025-07-31 10:40:00-04:00,241.42630004882807,241.42630004882807,239.49009704589844,239.49009704589844,1475,0.0,0.0
2025-07-31 10:41:00-04:00,241.1199951171875,241.1199951171875,241.1199951171875,241.1199951171875,376,0.0,0.0
2025-07-31 10:42:00-04:00,240.75,240.75,240.75,240.75,1363,0.0,0.0
2025-07-31 10:46:00-04:00,239.5,240.5,239.5,240.5,2161,0.0,0.0
2025-07-31 10:48:00-04:00,238.67999267578125,239.25,238.05499267578125,238.05499267578125,2310,0.0,0.0
2025-07-31 10:49:00-04:00,237.94000244140625,237.94000244140625,236.8701019287109,237.009994506836,800,0.0,0.0
2025-07-31 10:50:00-04:00,236.97999572753903,237.2100067138672,236.08999633789065,236.08999633789065,4341,0.0,0.0
2025-07-31 10:51:00-04:00,236.5,236.8500061035156,236.5,236.8500061035156,1399,0.0,0.0
2025-07-31 10:52:00-04:00,235.9250030517578,237.47999572753903,235.9250030517578,237.47999572753903,8280,0.0,0.0
2025-07-31 10:53:00-04:00,237.4600067138672,237.4600067138672,237.4600067138672,237.4600067138672,402,0.0,0.0
2025-07-31 10:55:00-04:00,238.2400054931641,238.2400054931641,238.2400054931641,238.2400054931641,3425,0.0,0.0
2025-07-31 10:58:00-04:00,238.3000030517578,238.3000030517578,238.3000030517578,238.3000030517578,992,0.0,0.0
2025-07-31 11:00:00-04:00,239.56619262695312,239.56619262695312,238.375,238.375,3671,0.0,0.0
2025-07-31 11:02:00-04:00,239.58999633789065,239.58999633789065,239.58999633789065,239.58999633789065,2127,0.0,0.0
2025-07-31 11:07:00-04:00,239.1999969482422,239.3099975585937,239.1999969482422,239.3099975585937,1770,0.0,0.0
2025-07-31 11:08:00-04:00,239.22999572753903,239.22999572753903,239.22999572753903,239.22999572753903,3219,0.0,0.0
2025-07-31 11:11:00-04:00,238.58999633789065,238.63900756835932,238.58999633789065,238.63900756835932,1809,0.0,0.0
2025-07-31 11:14:00-04:00,238.3500061035156,239.1999969482422,238.3500061035156,238.72999572753903,3203,0.0,0.0
2025-07-31 11:15:00-04:00,238.72999572753903,238.72999572753903,238.4600067138672,238.4600067138672,514,0.0,0.0
2025-07-31 11:17:00-04:00,238.68960571289065,238.68960571289065,238.68960571289065,238.68960571289065,1781,0.0,0.0
2025-07-31 11:20:00-04:00,239.9499969482422,239.9499969482422,239.1300048828125,239.1300048828125,1375,0.0,0.0
2025-07-31 11:22:00-04:00,239.4949951171875,239.4949951171875,238.9900054931641,238.9900054931641,1892,0.0,0.0
2025-07-31 11:23:00-04:00,239.63250732421875,239.63250732421875,238.2400054931641,238.2400054931641,1491,0.0,0.0
2025-07-31 11:24:00-04:00,237.22999572753903,238.2574005126953,237.22999572753903,238.2574005126953,1077,0.0,0.0
2025-07-31 11:26:00-04:00,237.88999938964844,237.88999938964844,237.88999938964844,237.88999938964844,1130,0.0,0.0
2025-07-31 11:27:00-04:00,238.2819976806641,238.2819976806641,238.2819976806641,238.2819976806641,437,0.0,0.0
2025-07-31 11:28:00-04:00,238.6199951171875,238.6199951171875,238.6199951171875,238.6199951171875,1591,0.0,0.0
2025-07-31 11:30:00-04:00,238.13999938964844,238.13999938964844,238.1000061035156,238.1000061035156,2271,0.0,0.0
2025-07-31 11:32:00-04:00,238.4349975585937,238.8300018310547,238.4349975585937,238.5749969482422,1682,0.0,0.0
2025-07-31 11:33:00-04:00,238.65499877929688,238.65499877929688,238.6499938964844,238.6499938964844,355,0.0,0.0
2025-07-31 11:34:00-04:00,238.6499938964844,238.6499938964844,238.2100067138672,238.2100067138672,2546,0.0,0.0
2025-07-31 11:37:00-04:00,237.9900054931641,237.9900054931641,237.9900054931641,237.9900054931641,336,0.0,0.0
2025-07-31 11:39:00-04:00,237.9900054931641,238.759994506836,237.9900054931641,238.759994506836,3033,0.0,0.0
2025-07-31 11:40:00-04:00,239.9499969482422,240.0,239.9499969482422,240.0,1103,0.0,0.0
2025-07-31 11:43:00-04:00,239.58999633789065,239.58999633789065,239.58999633789065,239.58999633789065,633,0.0,0.0
2025-07-31 11:45:00-04:00,240.06500244140625,240.4499969482422,239.259994506836,239.259994506836,4847,0.0,0.0
2025-07-31 11:46:00-04:00,239.4734039306641,239.4734039306641,239.4734039306641,239.4734039306641,542,0.0,0.0
2025-07-31 11:48:00-04:00,239.2550048828125,239.7400054931641,239.2550048828125,239.7400054931641,1427,0.0,0.0
2025-07-31 11:49:00-04:00,240.259994506836,240.259994506836,240.0050048828125,240.0050048828125,1275,0.0,0.0
2025-07-31 11:50:00-04:00,239.44000244140625,239.44000244140625,239.44000244140625,239.44000244140625,443,0.0,0.0
2025-07-31 11:53:00-04:00,240.22999572753903,240.22999572753903,240.22999572753903,240.22999572753903,1853,0.0,0.0
2025-07-31 11:56:00-04:00,239.7250061035156,239.7250061035156,239.7250061035156,239.7250061035156,1341,0.0,0.0
2025-07-31 11:58:00-04:00,239.72999572753903,241.1199951171875,239.72999572753903,241.1199951171875,7808,0.0,0.0
2025-07-31 12:00:00-04:00,240.8600006103516,240.8600006103516,240.63999938964844,240.63999938964844,7058,0.0,0.0
